<ERROR> 2016-07-02 22:11:55,585 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:11:55,599 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:13:12,545 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:13:12,548 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:13:51,921 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:13:51,924 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:15:07,025 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:15:07,026 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:16:07,332 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:16:07,336 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:17:52,579 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:17:52,581 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:23:40,861 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:23:40,865 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:24:20,296 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:24:20,298 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:48:43,232 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:48:43,233 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:50:56,697 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:50:56,698 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:51:32,841 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:51:32,842 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:53:43,638 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:53:43,638 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:55:31,240 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:55:31,240 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:55:45,948 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:55:45,950 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:56:17,680 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:56:17,687 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:56:26,670 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:56:26,673 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:56:34,868 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:56:34,868 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:56:35,927 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:56:35,927 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:57:41,960 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:57:41,963 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 22:58:13,154 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 22:58:13,157 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 23:00:05,644 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 23:00:05,647 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 23:00:31,325 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 23:00:31,328 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 23:00:55,381 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 23:00:55,384 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 23:01:10,213 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 23:01:10,219 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 23:01:31,953 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 23:01:31,960 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 23:01:48,391 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 23:01:48,391 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 23:01:58,630 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 23:01:58,634 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 23:02:42,401 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 23:02:42,401 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 23:03:19,618 (10580, 11540) [views.get:39] this is test log file .....
<CRITICAL> 2016-07-02 23:03:19,621 (10580, 11540) [views.get:40] Ileggal intrution!
<ERROR> 2016-07-02 23:07:48,592 (11708, 10720) [views.get:38] this is test log file .....
<CRITICAL> 2016-07-02 23:07:48,592 (11708, 10720) [views.get:39] Ileggal intrution!
<ERROR> 2016-07-02 23:10:37,052 (11708, 10720) [views.get:38] this is test log file .....
<CRITICAL> 2016-07-02 23:10:37,053 (11708, 10720) [views.get:39] Ileggal intrution!
<ERROR> 2016-07-02 23:17:53,069 (9504, 11536) [views.get:38] this is test log file .....
<CRITICAL> 2016-07-02 23:17:53,072 (9504, 11536) [views.get:39] Ileggal intrution!
<ERROR> 2016-07-02 23:20:54,608 (9504, 11536) [views.get:38] this is test log file .....
<CRITICAL> 2016-07-02 23:20:54,612 (9504, 11536) [views.get:39] Ileggal intrution!
<ERROR> 2016-07-02 23:21:16,009 (9504, 11536) [views.get:38] this is test log file .....
<CRITICAL> 2016-07-02 23:21:16,013 (9504, 11536) [views.get:39] Ileggal intrution!
<ERROR> 2016-07-02 23:21:44,782 (7404, 2980) [views.get:38] this is test log file .....
<CRITICAL> 2016-07-02 23:21:44,785 (7404, 2980) [views.get:39] Ileggal intrution!
<ERROR> 2016-07-02 23:23:21,684 (7404, 2980) [views.get:38] this is test log file .....
<CRITICAL> 2016-07-02 23:23:21,684 (7404, 2980) [views.get:39] Ileggal intrution!
<ERROR> 2016-07-02 23:23:34,701 (7404, 2980) [views.get:38] this is test log file .....
<CRITICAL> 2016-07-02 23:23:34,701 (7404, 2980) [views.get:39] Ileggal intrution!
<ERROR> 2016-07-02 23:23:40,134 (7404, 2980) [views.get:38] this is test log file .....
